City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
462,Huanren,CN,41.2647,125.3667,28.67,89,35,2.04,scattered clouds
463,Chake Chake,TZ,-5.2459,39.7666,77.63,80,34,8.34,scattered clouds
464,Panama City,PA,8.9936,-79.5197,89.38,70,40,3.44,scattered clouds
465,Santa Rosalia,MX,27.3167,-112.2833,82.47,28,0,6.22,clear sky
466,Pakokku,MM,21.3333,95.1,71.53,95,63,3.8,broken clouds
467,Glotovka,RU,53.9491,46.7042,21.69,93,99,7.45,overcast clouds
468,Lukulu,ZM,-14.3707,23.242,68.54,82,98,3.42,overcast clouds
469,Sao Desiderio,BR,-12.3633,-44.9733,71.6,90,100,1.9,overcast clouds
470,Avera,US,33.194,-82.5271,64.44,24,11,11.36,few clouds
471,Heilbron,ZA,-27.2812,27.9709,74.48,23,69,7.49,broken clouds
472,Mende,FR,44.6667,3.5,34.02,97,100,6.22,overcast clouds
473,Lazaro Cardenas,MX,17.9583,-102.2,85.68,48,20,1.14,few clouds
474,Teahupoo,PF,-17.8333,-149.2667,76.96,78,87,19.06,overcast clouds
475,Tsabong,BW,-26.0217,22.401,91.17,10,0,10.51,clear sky
476,Iralaya,HN,15.0,-83.2333,81.52,82,93,12.17,overcast clouds
477,Baykit,RU,61.67,96.37,8.98,99,99,0.72,overcast clouds
478,Sisimiut,GL,66.9395,-53.6735,22.26,81,100,13.15,light snow
479,Baturaja,ID,-4.1333,104.1667,73.33,97,99,1.61,overcast clouds
480,Uarini,BR,-2.99,-65.1083,89.02,61,77,3.31,broken clouds
481,Santa Cruz,BO,-17.8,-63.1667,72.68,89,100,4.54,overcast clouds
482,Kuching,MY,1.55,110.3333,77.22,88,40,2.3,scattered clouds
483,Narasannapeta,IN,18.4167,84.05,76.6,91,56,6.51,broken clouds
484,Kismayo,SO,-0.3582,42.5454,79.56,82,87,10.71,overcast clouds
485,San Ramon De La Nueva Oran,AR,-23.1322,-64.326,93.38,44,83,7.72,broken clouds
486,Marienburg,PL,54.0359,19.0266,44.06,74,100,7.05,overcast clouds
487,Sorland,NO,67.667,12.6934,44.46,79,89,23.33,overcast clouds
488,Manokwari,ID,-0.8667,134.0833,78.06,79,100,2.35,overcast clouds
489,Jacareacanga,BR,-6.2222,-57.7528,94.03,44,99,3.67,moderate rain
490,Beaverlodge,CA,55.2166,-119.4361,24.37,93,100,6.46,overcast clouds
491,Bosaso,SO,11.2842,49.1816,78.1,68,21,4.74,few clouds
492,Mastic Beach,US,40.7668,-72.8521,48.04,68,69,4.0,broken clouds
493,Komsomolskiy,UZ,40.4272,71.7189,40.42,81,1,2.3,clear sky
494,Kita,ML,13.0349,-9.4895,87.93,21,43,1.97,scattered clouds
495,Kirakira,SB,-10.4544,161.9205,79.0,83,49,5.37,scattered clouds
496,Peniche,PT,39.3558,-9.3811,62.08,71,0,12.06,clear sky
497,Parfenyevo,RU,58.484,43.4088,23.16,89,93,4.9,overcast clouds
498,Cabedelo,BR,-6.9811,-34.8339,83.26,67,91,12.26,overcast clouds
499,Praia Da Vitoria,PT,38.7333,-27.0667,69.76,86,30,19.77,scattered clouds
500,Cururupu,BR,-1.8283,-44.8683,84.99,65,92,7.94,moderate rain
501,Buala,SB,-8.145,159.5921,80.8,80,99,5.88,light rain
502,Boa Vista,BR,2.8197,-60.6733,94.98,38,40,13.8,scattered clouds
503,Teya,RU,60.3778,92.6267,16.63,96,99,1.92,overcast clouds
504,Rassvet,RU,46.8333,40.75,34.21,76,32,11.18,scattered clouds
505,Somotillo,NI,13.0433,-86.9064,89.83,50,4,6.64,clear sky
506,Ballarat,AU,-37.5662,143.8496,39.99,96,54,2.39,broken clouds
507,Kenai,US,60.5544,-151.2583,13.23,86,27,7.16,scattered clouds
508,Bud,US,39.447,-86.1758,39.83,70,95,7.99,overcast clouds
509,Prado,BR,-17.3411,-39.2208,76.06,66,82,11.99,broken clouds
510,Saldanha,ZA,-33.0117,17.9442,63.23,89,99,15.35,overcast clouds
511,Ugoofaaru,MV,5.6667,73.0,81.16,80,74,18.86,broken clouds
512,Awjilah,LY,29.1081,21.2869,73.63,32,99,2.04,overcast clouds
513,Satara,IN,17.6833,73.9833,75.58,70,99,1.5,overcast clouds
514,Kazuno,JP,40.1836,140.7872,40.87,81,77,2.55,broken clouds
515,Kabinda,CD,-6.1333,24.4833,69.4,85,93,2.37,light rain
516,Algodones,MX,20.3888,-105.4773,80.13,44,74,2.26,broken clouds
517,Tommot,RU,58.9564,126.2925,2.79,98,99,1.99,overcast clouds
518,Marsa Matruh,EG,31.3525,27.2453,69.15,76,7,7.78,clear sky
519,Pekan,MY,3.4836,103.3996,78.06,84,81,0.18,broken clouds
520,Galle,LK,6.0367,80.217,80.17,84,91,14.92,light rain
521,Pechory,RU,57.8164,27.6119,27.86,78,96,6.42,overcast clouds
522,Am Timan,TD,11.0297,20.2827,85.48,21,22,2.66,few clouds
523,Pedreiras,BR,-4.5688,-44.6003,83.98,70,71,4.27,broken clouds
524,Setermoen,NO,68.861,18.3486,41.43,99,100,4.74,overcast clouds
525,Honiara,SB,-9.4333,159.95,77.85,80,99,4.72,overcast clouds
526,Yazman,PK,29.1212,71.7446,69.03,17,0,6.29,clear sky
527,Mandalgovi,MN,45.7625,106.2708,21.13,64,13,6.58,few clouds
528,Cartagena,CO,10.3997,-75.5144,84.31,74,98,5.32,overcast clouds
529,Vitoria,BR,-20.3194,-40.3378,75.85,69,51,1.01,broken clouds
530,Noyabrsk,RU,63.1994,75.4507,7.23,95,100,12.33,overcast clouds
531,Bubaque,GW,11.2833,-15.8333,84.18,57,60,8.23,broken clouds
532,Bayir,TR,37.2687,28.2167,50.52,51,58,2.75,broken clouds
533,Manaure,CO,11.7751,-72.4445,89.67,50,25,18.16,scattered clouds
534,San Policarpo,PH,12.1791,125.5072,80.53,85,100,12.97,light rain
535,Jizan,SA,17.3333,42.6667,83.03,65,0,2.82,clear sky
536,Bakchar,RU,57.0186,82.0711,6.37,94,99,5.12,overcast clouds
537,Joacaba,BR,-27.1781,-51.5047,84.09,39,29,0.69,scattered clouds
538,Alibag,IN,18.6411,72.8792,86.07,75,96,7.14,light rain
539,Bambanglipuro,ID,-7.95,110.2833,61.61,91,100,3.51,light rain
540,Lobau,DE,51.1,14.6667,42.01,93,10,4.07,clear sky
541,Sompeta,IN,18.9333,84.6,76.93,91,56,4.65,broken clouds
542,Zhigansk,RU,66.7697,123.3711,-24.95,100,89,3.53,overcast clouds
543,Rio Grande,BR,-32.035,-52.0986,80.94,77,82,12.77,broken clouds
544,Comodoro Rivadavia,AR,-45.8667,-67.5,52.92,35,14,10.2,few clouds
545,Moose Factory,CA,51.2585,-80.6094,31.98,86,90,13.8,light snow
546,Saquarema,BR,-22.92,-42.5103,78.94,70,73,18.52,broken clouds
547,Harper,LR,4.375,-7.7169,80.58,80,42,6.02,scattered clouds
548,Qasigiannguit,GL,68.8193,-51.1922,10.65,93,100,3.87,overcast clouds
549,Amapa,BR,1.0,-52.0,87.98,52,99,4.27,overcast clouds
550,Kampene,CD,-3.6,26.6667,69.69,98,100,3.11,moderate rain
551,Ndele,CF,8.4109,20.6473,80.98,39,20,0.85,few clouds
552,Sokolo,ML,14.7328,-6.1219,90.9,17,70,8.63,broken clouds
553,Fujieda,JP,34.8667,138.2667,53.56,66,15,5.26,few clouds
554,Mufulira,ZM,-12.5498,28.2407,69.93,68,71,7.02,broken clouds
555,Luang Prabang,LA,19.8856,102.1347,70.7,99,100,1.57,overcast clouds
556,Mogwase,ZA,-25.185,27.2665,81.64,30,43,8.75,scattered clouds
557,Marawi,PH,7.9986,124.2928,64.65,93,100,2.15,overcast clouds
558,Secunda,ZA,-26.55,29.1667,70.32,81,65,1.01,broken clouds
559,Maralal,KE,1.0968,36.698,61.88,75,63,10.4,broken clouds
560,Liverpool,GB,53.4106,-2.9779,52.75,91,75,4.61,light intensity drizzle
561,Sao Domingos,BR,-13.3983,-46.3183,72.75,77,100,7.83,overcast clouds
562,Srednekolymsk,RU,67.45,153.6833,8.64,96,100,4.97,light snow
563,Arlit,NE,18.7369,7.3853,84.2,18,11,10.78,few clouds
564,Koslan,RU,63.4564,48.8989,22.96,84,100,10.27,overcast clouds
565,Sibolga,ID,1.7427,98.7792,76.17,88,80,3.71,broken clouds
566,Ixtapa,MX,20.7,-105.2,84.22,64,62,3.0,broken clouds
567,Shirvan,AZ,39.9509,48.8994,53.35,59,100,3.67,overcast clouds
568,Sagae,JP,38.3725,140.2725,49.75,86,86,0.65,overcast clouds
569,Belaya Gora,RU,68.5333,146.4167,2.91,97,100,3.22,light snow
570,Kiama,AU,-34.6833,150.8667,55.0,78,2,9.82,clear sky
571,Verkhnevilyuysk,RU,63.4453,120.3167,-11.52,100,94,2.13,overcast clouds
572,Asosa,ET,10.0667,34.5333,65.07,45,86,4.29,overcast clouds
573,Laguna,US,38.421,-121.4238,71.13,96,90,1.01,mist
574,Paka,MY,4.6374,103.4368,78.22,88,76,2.57,broken clouds
575,Sorong,ID,-0.8833,131.25,77.34,87,100,4.85,light rain
576,Abu Samrah,SY,35.3029,37.1841,62.53,48,78,6.15,broken clouds
577,Morehead,US,37.2711,-87.1764,50.14,59,75,1.99,broken clouds
578,Adilabad,IN,19.6667,78.5333,75.34,79,43,3.42,scattered clouds
579,Calama,CL,-22.4667,-68.9333,75.69,4,37,20.71,scattered clouds
580,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,89.76,46,67,3.91,broken clouds
581,Noumea,NC,-22.2763,166.4572,79.0,99,0,4.65,clear sky
582,Stanghelle,NO,60.5528,5.7357,47.62,98,100,4.43,light rain
583,Sicuani,PE,-14.2694,-71.2261,63.07,42,37,1.43,scattered clouds
584,Williams Lake,CA,52.1415,-122.1445,35.17,96,90,1.01,fog
585,Masty,BY,53.4122,24.5387,34.95,81,9,8.08,clear sky
586,Valdivia,CL,-39.8142,-73.2459,59.09,45,44,8.25,scattered clouds
587,Bogande,BF,12.9714,-0.1436,88.41,15,81,5.53,broken clouds
588,Yarkovo,RU,57.4028,67.0786,17.76,84,100,8.52,overcast clouds
589,Abu Zabad,SD,12.35,29.25,80.19,15,72,10.2,broken clouds
590,Yulara,AU,-25.2406,130.9889,62.44,45,0,6.91,clear sky
591,Mgandu,TZ,-5.95,34.1333,74.39,32,46,7.14,scattered clouds
592,Sitka,US,57.0531,-135.33,31.89,86,20,3.44,light snow
593,Axim,GH,4.8699,-2.2405,80.26,82,90,7.67,light rain
594,Nadym,RU,65.5333,72.5167,5.34,96,100,9.15,overcast clouds
595,Haimen,CN,23.1935,116.6142,66.52,76,45,14.79,scattered clouds
596,Ilebo,CD,-4.3167,20.5833,73.15,94,84,1.43,light rain
597,Umm Lajj,SA,25.0213,37.2685,78.06,61,0,9.98,clear sky
598,Puerto Escondido,MX,15.85,-97.0667,85.48,47,14,5.77,few clouds
599,Muros,ES,42.7762,-9.0603,60.24,76,70,16.02,broken clouds
600,Sarahan,IN,31.5167,77.8,41.27,32,0,8.3,clear sky
601,Kattivakkam,IN,13.2167,80.3167,80.08,92,81,2.55,broken clouds
602,Azare,NG,11.6765,10.1948,84.97,17,37,6.73,scattered clouds
603,Tessalit,ML,20.1986,1.0114,80.2,21,66,1.66,broken clouds
604,Pathardi,IN,19.1667,75.1833,76.53,65,65,7.23,broken clouds
605,Naron,ES,43.5167,-8.1528,58.05,80,82,14.74,broken clouds
606,Mackenzie,CA,55.2999,-123.1698,30.42,93,90,2.3,light snow
607,Labuan,MY,5.2767,115.2417,78.96,80,100,1.14,overcast clouds
608,Vanimo,PG,-2.6741,141.3028,75.74,90,100,4.03,overcast clouds
609,Apatou,GF,5.155,-54.3472,82.27,81,48,4.23,scattered clouds
610,Vao,NC,-22.6667,167.4833,75.76,81,4,12.66,clear sky
611,Mashhad,IR,36.297,59.6062,44.74,76,20,4.61,few clouds
612,Talas,TR,38.6908,35.5538,38.07,70,61,1.14,haze
613,Emba,KZ,48.8264,58.1442,28.76,97,100,3.27,light snow
614,Sabha,LY,27.0377,14.4283,69.85,39,91,5.7,overcast clouds
615,Saint-Georges,GD,12.0564,-61.7485,83.25,70,22,14.9,few clouds
616,Ellisras,ZA,-23.6649,27.7443,72.09,65,83,18.54,broken clouds
617,Metro,ID,-5.1131,105.3067,74.28,91,100,2.06,overcast clouds
618,Sar-E Pul,AF,35.8333,66.1667,42.73,43,0,6.78,clear sky
619,Karratha,AU,-20.7377,116.8463,78.35,50,25,10.98,scattered clouds
620,Sabang,ID,5.8933,95.3214,81.18,79,99,17.05,light rain
621,Pryazha,RU,61.6926,33.6216,31.57,77,98,14.83,overcast clouds
622,Luanda,AO,-8.8368,13.2343,78.01,83,89,14.2,overcast clouds
623,Yeppoon,AU,-23.1333,150.7333,67.78,76,0,2.75,clear sky
624,Tabuk,PH,17.4189,121.4443,73.74,93,76,3.71,broken clouds
625,Praia,CV,14.9215,-23.5087,81.14,65,75,11.5,broken clouds
626,San Vicente,AR,-26.6167,-54.1333,85.91,36,41,4.56,scattered clouds
627,Rapar,IN,23.5667,70.6333,76.57,27,84,7.2,broken clouds
628,Latung,PH,5.5,120.8833,82.15,77,100,5.12,overcast clouds
629,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,73.53,92,100,6.4,moderate rain
630,Boldumsaz,TM,42.1282,59.671,42.75,54,95,7.31,overcast clouds
631,Tirumakudal Narsipur,IN,12.21,76.9064,72.84,96,100,3.02,overcast clouds
632,Horta,PT,38.5333,-28.6333,69.44,78,20,27.63,few clouds
633,Nioro,GM,13.35,-15.75,91.35,29,93,2.64,overcast clouds
634,Lakatoro,VU,-16.0999,167.4164,79.56,82,99,7.43,overcast clouds
635,Tadine,NC,-21.55,167.8833,75.25,79,13,9.37,few clouds
636,Camana,PE,-16.6228,-72.7111,68.58,74,91,9.64,overcast clouds
637,Florianopolis,BR,-27.6146,-48.5012,75.43,68,98,14.07,overcast clouds
638,Bira,RU,49.0,132.4667,12.56,95,41,3.87,scattered clouds
639,Bacolod,PH,10.6667,122.95,77.88,85,83,9.17,broken clouds
640,Port Shepstone,ZA,-30.7414,30.455,71.65,90,100,12.53,overcast clouds
641,Markova,UA,48.6758,24.4138,40.59,96,10,3.85,clear sky
642,Bulaevo,KZ,54.9056,70.4439,4.46,95,13,3.94,few clouds
643,Bam,IR,29.106,58.357,56.34,30,2,2.82,clear sky
644,Kerrville,US,30.0474,-99.1403,73.26,83,90,9.22,overcast clouds
645,Buluang,PH,13.3068,123.3425,76.87,90,86,3.71,overcast clouds
646,Camopi,GF,3.1655,-52.3158,86.99,53,85,3.2,overcast clouds
647,Usmajac,MX,19.8667,-103.5667,75.02,40,40,4.45,scattered clouds
648,Bousso,TD,10.4795,16.7117,93.36,25,72,2.39,broken clouds
649,Yumen,CN,40.2833,97.2,30.33,34,23,12.84,few clouds
650,Tilichiki,RU,60.4667,166.1,22.14,96,100,5.28,overcast clouds
651,Santa Rosa,PH,14.3122,121.1114,82.9,80,56,10.6,broken clouds
652,Maba,CN,24.6841,113.5984,60.35,68,45,1.3,scattered clouds
653,Edson,CA,53.5835,-116.4356,30.36,93,100,7.81,snow
654,Sarakhs,IR,36.5449,61.1577,52.86,49,6,12.28,clear sky
655,Maun,BW,-19.9833,23.4167,90.77,22,70,5.08,broken clouds
656,Matara,LK,5.9485,80.5353,78.22,89,86,12.08,light rain
657,Dafeng,CN,23.4517,108.5881,65.53,79,100,2.06,overcast clouds
658,Changtu,CN,42.7788,124.0955,27.82,93,8,3.74,clear sky
659,Chokwe,MZ,-24.5333,32.9833,83.16,56,64,7.58,broken clouds
660,Watsa,CD,3.0372,29.5355,67.17,91,98,1.19,overcast clouds
661,Jumla,NP,29.2747,82.1838,40.68,58,0,5.03,clear sky
662,Benxi,CN,41.2886,123.765,17.92,91,10,1.83,clear sky
663,Rettikhovka,RU,44.1683,132.7669,23.63,87,6,3.06,clear sky
664,Yabassi,CM,4.457,9.9682,76.33,92,17,2.15,moderate rain
665,Namatanai,PG,-3.6667,152.4333,78.98,82,94,6.44,moderate rain
666,Oyama,JP,36.3,139.8,57.58,76,16,5.93,few clouds
667,Salinas,US,36.6777,-121.6555,73.0,53,1,12.66,clear sky
668,Te Anau,NZ,-45.4167,167.7167,43.99,92,97,8.19,overcast clouds
669,Tamiahua,MX,21.2667,-97.45,79.63,57,9,5.53,clear sky
670,Paita,PE,-5.0892,-81.1144,77.56,67,44,15.43,scattered clouds
671,Margate,GB,51.3813,1.3862,52.7,77,94,1.99,overcast clouds
672,Cascais,PT,38.6979,-9.4215,61.95,64,20,5.99,few clouds
673,Norsup,VU,-16.0667,167.3833,79.68,82,99,7.4,overcast clouds
674,Loharu,IN,28.45,75.8167,67.6,22,0,2.89,clear sky
675,Batsfjord,NO,70.6345,29.7185,35.53,86,75,17.27,broken clouds
676,Pangnirtung,CA,66.1451,-65.7125,0.43,76,68,4.38,broken clouds
677,Aban,RU,56.67,96.06,20.62,94,74,5.93,broken clouds
678,Acarau,BR,-2.8856,-40.12,85.96,62,57,17.47,broken clouds
679,Tovuz,AZ,40.9922,45.6289,52.59,55,45,4.61,scattered clouds
680,Red Bluff,US,40.1785,-122.2358,69.26,93,90,0.0,fog
681,Saint Anthony,US,45.0205,-93.218,34.66,73,90,1.99,overcast clouds
682,Suihua,CN,46.6406,126.9969,11.35,97,53,4.99,broken clouds
683,Aksu,CN,41.1231,80.2644,35.29,45,35,4.68,scattered clouds
684,Tandil,AR,-37.3217,-59.1332,84.31,30,79,3.0,broken clouds
685,Loikaw,MM,19.6742,97.2094,64.96,94,55,2.17,broken clouds
686,Verkh-Usugli,RU,52.7,115.1667,13.32,92,36,2.93,scattered clouds
687,Batagay-Alyta,RU,67.8006,130.4114,-12.93,89,100,3.87,overcast clouds
688,Basna,IN,21.2833,82.8167,71.71,91,13,5.32,few clouds
689,West Bay,KY,19.3667,-81.4167,86.07,75,40,3.0,scattered clouds
690,Malakal,SS,9.5334,31.6605,80.94,23,62,2.66,broken clouds
691,Ormond Beach,US,29.2858,-81.0559,74.16,49,1,9.22,clear sky
692,Tacna,PE,-18.0056,-70.2483,68.2,56,0,10.36,clear sky
693,Jackson,US,42.4165,-122.8345,50.95,93,90,4.61,overcast clouds
694,Natal,BR,-5.795,-35.2094,86.65,62,40,18.41,scattered clouds
695,Nouadhibou,MR,20.931,-17.0347,68.31,80,100,11.79,overcast clouds
